vehicle_age,vehicle_type,annual_mileage,city_driving_pct,highway_driving_pct,daily_driving_hours,hard_braking_events,rapid_acceleration_events,engine_temperature,engine_vibration,oil_age_km,brake_wear_pct,tire_pressure_avg,battery_voltage,last_service_km,previous_repairs,service_frequency,maintenance_risk
8,Hatchback,21471,70,30,4.8,13,7,89.5,3.36,8344,12.3,34.1,11.76,6169,6,Regular,High
3,Sedan,32276,66,34,1.2,13,3,93.0,4.03,6630,24.9,31.9,13.34,4458,7,Regular,Low
9,Pickup,7703,76,24,4.9,13,10,101.1,3.34,9328,51.7,29.3,13.1,21016,6,Regular,High
13,SUV,16151,39,61,2.4,3,7,86.7,1.66,3857,57.3,36.5,12.49,21554,2,Rare,Medium
4,Sedan,31998,39,61,4.9,6,3,107.1,0.55,7986,13.9,29.7,11.03,24267,3,Regular,High
13,SUV,9147,83,17,3.4,9,15,114.8,4.05,5394,87.0,29.6,12.46,2859,6,Regular,High
6,SUV,39515,57,43,2.0,2,3,96.6,4.81,4806,24.2,32.6,13.74,14863,6,Regular,Medium
10,Sedan,13232,57,43,2.2,1,1,99.4,3.74,1949,73.1,29.0,12.99,10432,1,Rare,Medium
5,Pickup,20151,84,16,1.8,1,15,88.8,4.22,5741,64.7,36.0,12.34,27137,8,Rare,High
10,Hatchback,15330,24,76,2.0,2,2,92.0,4.39,1897,76.3,28.7,13.57,7121,2,Regular,Medium
13,Sedan,16276,83,17,3.4,11,13,93.6,1.64,4069,45.6,34.0,12.72,1878,0,Occasional,Medium
1,Pickup,23535,46,54,0.6,8,0,97.6,2.11,5162,67.6,29.0,12.93,10346,0,Regular,Low
9,SUV,37976,39,61,4.9,2,4,91.9,3.8,5410,84.7,30.9,13.05,3864,6,Regular,Medium
1,Sedan,5599,79,21,4.0,8,0,100.4,2.48,8787,16.6,38.3,11.93,17411,1,Occasional,Medium
8,Hatchback,8709,59,41,4.7,6,5,101.8,3.37,3700,60.8,35.8,13.58,15434,2,Regular,High
9,Hatchback,29110,25,75,3.7,1,3,91.9,1.71,6955,51.2,29.0,12.33,24854,5,Regular,Medium
9,SUV,10723,55,45,2.7,8,6,86.9,3.72,8958,45.4,30.0,12.83,23419,2,Rare,Medium
1,Sedan,32394,84,16,1.4,9,9,100.5,3.17,3151,87.5,34.4,11.93,21561,7,Regular,High
2,Hatchback,15316,30,70,2.8,6,2,94.7,4.81,4620,94.7,30.6,13.04,22576,5,Regular,Medium
12,Sedan,27622,68,32,3.7,11,8,92.6,4.66,2927,40.4,26.9,13.97,24718,0,Regular,High
13,Hatchback,29844,47,53,4.3,3,7,86.4,3.03,12000,47.4,33.7,12.61,21956,5,Regular,High
1,SUV,26162,41,59,2.0,3,4,93.0,1.63,909,58.9,31.2,13.07,18922,3,Regular,Low
10,SUV,33833,66,34,2.8,7,6,90.7,2.25,13709,53.9,33.7,12.66,25439,7,Regular,High
2,Sedan,22206,85,15,3.3,2,13,80.6,3.82,10235,58.3,35.0,12.02,9283,6,Occasional,Medium
10,Pickup,29501,44,56,3.1,2,1,95.8,2.4,9180,11.1,34.7,12.41,14016,0,Rare,Low
12,Pickup,15291,86,14,0.7,14,9,97.2,4.2,7781,61.7,34.2,13.21,6597,5,Rare,High
8,SUV,16659,51,49,2.7,2,4,91.3,1.57,7095,63.1,32.1,13.28,7580,1,Occasional,Low
5,Hatchback,30226,36,64,4.1,4,3,93.2,3.97,2486,83.1,33.1,13.0,2887,3,Rare,Low
12,Pickup,11500,59,41,4.1,5,4,102.5,4.03,6830,51.9,32.2,12.87,26459,6,Rare,High
11,SUV,6634,49,51,2.8,2,6,93.9,1.33,11678,29.4,32.1,13.04,21581,3,Regular,Low
7,Hatchback,19059,78,22,4.8,15,13,94.9,0.9,1761,50.2,31.3,12.66,5322,0,Occasional,Low
2,Hatchback,9814,47,53,4.2,8,5,93.2,3.21,11942,50.4,30.4,12.61,28217,6,Regular,Medium
8,Pickup,9076,66,34,3.8,4,3,102.0,3.99,5534,63.1,32.5,12.34,6112,3,Regular,Medium
11,SUV,30931,42,58,2.8,7,1,99.0,4.72,1537,50.0,33.7,13.92,29632,2,Regular,High
6,Hatchback,37007,76,24,3.2,0,13,101.7,3.57,12923,40.8,28.5,13.0,20657,0,Occasional,High
8,Hatchback,27744,20,80,1.5,1,1,96.1,3.57,3101,82.4,28.7,12.62,1945,3,Occasional,Medium
1,Sedan,35396,48,52,2.9,1,4,98.3,2.45,6390,92.4,31.8,12.38,6641,8,Occasional,Medium
15,Sedan,28083,69,31,2.9,6,0,86.0,1.93,11210,53.6,31.9,11.91,26898,7,Regular,High
1,Pickup,30276,83,17,1.4,11,12,92.0,2.4,2500,61.4,30.0,12.96,1006,2,Occasional,Low
12,Sedan,5502,56,44,4.8,2,8,96.1,3.64,3869,62.1,36.7,12.72,25068,2,Occasional,High
7,SUV,17756,80,20,1.6,4,10,101.7,4.93,11414,51.9,33.0,13.47,20094,6,Regular,High
8,Pickup,19262,26,74,1.0,2,2,99.9,3.58,5159,14.3,27.3,13.32,3762,1,Occasional,Low
13,Pickup,15605,83,17,2.6,10,6,90.5,3.11,13600,9.6,30.4,13.2,6510,2,Occasional,Medium
3,Sedan,27416,37,63,3.6,2,3,90.2,2.35,7014,82.2,31.3,13.03,14949,2,Regular,Low
5,Hatchback,32543,48,52,1.4,6,3,89.6,2.25,12785,25.9,34.5,12.73,21311,5,Regular,Low
12,SUV,36280,79,21,1.3,6,2,82.2,2.44,8534,63.1,31.3,13.63,11242,5,Regular,Low
1,SUV,7870,73,27,1.7,4,3,94.5,2.72,13045,61.5,29.4,13.47,15937,3,Regular,Low
7,SUV,9758,40,60,1.9,7,2,90.4,2.45,3136,56.3,31.4,13.91,20741,1,Occasional,Low
5,Pickup,16659,40,60,1.6,3,0,90.0,4.44,3163,16.8,34.1,13.07,26861,4,Rare,Low
8,SUV,14585,77,23,2.6,14,5,101.5,0.58,8099,10.5,33.1,13.3,9783,5,Occasional,Low
13,Hatchback,32903,68,32,0.6,4,10,90.3,3.03,4788,24.6,32.6,12.44,3321,3,Regular,Low
8,Hatchback,9323,55,45,0.9,6,5,88.0,4.3,2234,59.5,31.7,12.52,17136,7,Regular,Medium
9,Sedan,31970,36,64,3.8,0,1,99.1,2.46,636,54.3,30.2,13.22,17781,5,Regular,Medium
7,SUV,39806,72,28,2.4,10,9,102.6,4.42,12835,70.1,30.8,12.92,17257,1,Regular,High
11,Pickup,10461,34,66,2.1,5,0,92.0,3.19,3556,40.7,27.1,12.57,4166,7,Occasional,Medium
1,Sedan,39030,59,41,0.5,11,2,89.9,1.75,14782,75.2,34.0,12.97,14587,0,Rare,Low
13,Hatchback,10731,70,30,1.8,12,7,91.6,1.47,2457,54.7,31.9,11.84,14779,6,Regular,Medium
3,SUV,26500,84,16,4.2,5,10,98.6,0.7,10938,11.9,30.8,12.78,26458,1,Occasional,Low
8,Hatchback,14903,32,68,2.0,4,2,90.6,3.67,549,14.0,31.1,12.38,24438,0,Regular,Low
3,Sedan,38117,57,43,4.8,7,3,94.5,3.43,11958,29.4,32.6,13.0,14798,0,Occasional,Low
8,Hatchback,33602,45,55,2.3,1,0,86.6,4.02,12765,39.4,25.9,11.84,28362,2,Regular,High
1,SUV,36174,34,66,2.6,0,2,115.1,4.8,5602,91.9,30.5,13.83,22572,3,Rare,High
5,SUV,38208,24,76,4.1,2,4,90.0,1.98,13624,86.7,33.5,12.38,15261,1,Regular,Low
4,Sedan,24192,21,79,4.9,3,2,95.4,1.59,1292,56.4,26.4,12.6,16150,8,Occasional,Medium
5,SUV,18899,84,16,2.2,5,5,95.9,1.75,7316,23.0,30.6,12.75,4369,5,Regular,Low
8,Hatchback,23946,79,21,1.0,14,9,98.0,3.0,1151,93.3,30.7,12.95,28071,8,Regular,High
10,Hatchback,8152,75,25,2.9,10,13,86.1,2.59,6397,53.4,33.6,12.82,26371,5,Regular,Medium
15,Pickup,30960,57,43,3.2,5,4,94.5,0.9,3461,58.1,29.6,13.21,12284,8,Occasional,Medium
14,Pickup,15247,76,24,4.8,8,1,94.6,1.49,2915,49.6,26.7,12.9,21088,4,Regular,High
4,Pickup,35806,70,30,2.4,5,9,85.2,3.0,6103,52.2,29.3,13.3,5993,7,Occasional,Low
11,Hatchback,30573,60,40,0.9,12,10,91.2,4.89,12530,70.0,29.9,12.78,6586,3,Occasional,High
4,Hatchback,31038,89,11,3.4,3,11,82.2,3.94,8307,21.2,35.1,12.64,13869,1,Occasional,Low
15,Sedan,32770,71,29,0.6,12,6,86.1,4.92,947,49.7,35.6,13.06,14623,4,Rare,High
3,Pickup,11949,20,80,2.4,3,1,83.2,3.74,12237,18.5,31.1,12.77,22026,1,Occasional,Low
7,Hatchback,7205,37,63,2.3,5,3,92.3,4.94,10348,21.7,36.5,12.78,19277,2,Regular,Medium
3,Sedan,22855,46,54,1.6,8,3,94.3,1.62,7125,46.0,31.2,13.08,6171,4,Regular,Low
12,Hatchback,24564,61,39,4.8,2,11,92.7,4.62,7055,25.4,34.4,13.12,10787,0,Regular,Medium
3,Sedan,18133,25,75,2.3,3,0,99.0,3.51,4585,90.9,38.4,11.76,29980,3,Regular,High
11,Pickup,23114,43,57,4.5,7,3,98.1,3.19,6027,16.5,34.6,13.46,29590,4,Rare,High
10,Pickup,37803,64,36,2.8,13,4,96.6,3.66,9011,93.4,33.8,13.41,14415,1,Regular,High
5,Pickup,34785,90,10,4.2,13,16,92.3,3.06,14659,89.8,31.4,12.98,17290,6,Regular,High
5,Hatchback,28545,26,74,2.5,5,0,100.9,2.12,12964,78.5,31.3,11.89,27172,7,Occasional,High
14,Hatchback,15952,35,65,5.0,6,2,87.3,4.16,3148,56.8,29.1,12.34,2312,6,Occasional,High
6,Sedan,7535,77,23,3.4,13,13,88.6,2.17,2520,47.5,30.4,12.3,24046,1,Regular,Low
8,SUV,29721,76,24,1.2,14,2,90.3,2.44,11054,70.5,28.4,13.26,4194,3,Regular,Medium
10,SUV,9963,61,39,0.5,6,9,93.2,4.05,2395,15.1,29.7,12.69,23190,4,Occasional,Medium
6,Pickup,17707,33,67,4.7,5,3,104.5,4.88,13883,55.4,28.8,13.64,20513,1,Regular,High
15,SUV,17860,75,25,3.6,2,12,98.9,1.91,3088,85.8,31.8,13.37,20339,5,Occasional,High
12,Pickup,19247,31,69,1.0,2,5,86.2,4.91,3783,59.2,30.4,12.64,26285,1,Regular,Medium
1,Sedan,22410,34,66,3.8,6,4,105.1,4.5,12406,33.4,34.7,13.08,27684,6,Regular,High
15,SUV,22670,27,73,1.5,5,3,85.5,1.39,14069,41.0,30.5,12.22,2529,3,Regular,Low
8,SUV,24230,77,23,4.1,2,2,93.4,1.22,10458,68.8,38.6,13.17,17012,1,Regular,Medium
8,Pickup,29158,72,28,3.2,8,1,100.1,4.18,12609,9.6,32.4,12.33,1113,1,Regular,Medium
9,Sedan,18887,28,72,1.1,4,4,95.4,0.8,1839,61.6,33.6,11.89,26330,8,Regular,Medium
9,SUV,28810,65,35,0.8,7,7,91.0,4.93,8488,33.9,33.7,12.54,21080,6,Regular,High
2,SUV,30358,26,74,2.6,1,4,97.9,1.42,778,40.8,34.1,12.04,12331,6,Occasional,Low
15,SUV,20933,63,37,4.7,1,0,103.2,0.61,3879,30.3,33.0,13.34,14181,1,Occasional,Medium
2,Sedan,35034,33,67,3.0,6,6,94.5,3.49,12638,85.2,35.0,13.38,24480,0,Regular,Medium
3,Sedan,6947,25,75,3.9,1,0,93.0,3.06,9607,78.8,29.5,13.59,28202,7,Regular,Low
1,SUV,24715,54,46,2.6,3,9,99.2,4.6,10005,81.7,33.1,13.16,23456,2,Occasional,Medium
4,Pickup,35956,89,11,2.2,11,3,85.7,1.12,12947,42.0,29.1,13.22,9031,0,Rare,Low
14,Pickup,26644,80,20,4.2,7,4,86.5,1.34,2062,16.6,31.8,12.82,12906,4,Regular,Low
4,SUV,20310,43,57,2.6,4,7,95.1,3.79,2784,63.7,32.5,12.16,28033,4,Regular,Medium
14,Sedan,27450,21,79,1.1,0,2,98.0,2.26,4221,65.3,31.5,13.73,18977,8,Regular,Medium
9,SUV,21303,70,30,1.7,14,9,79.5,3.33,2928,42.6,29.5,12.73,13424,5,Rare,Medium
9,Sedan,29031,50,50,3.0,3,8,96.2,0.66,2197,11.3,36.8,13.63,7750,2,Occasional,Low
9,SUV,34250,46,54,2.3,1,2,94.5,4.13,8041,25.0,28.8,13.18,3562,8,Occasional,Medium
10,Sedan,26853,50,50,2.1,7,1,95.7,1.69,2451,6.4,35.9,12.6,3101,7,Rare,Medium
7,Hatchback,22977,89,11,3.5,13,9,92.7,2.9,8177,69.4,31.7,13.07,22058,8,Regular,High
14,Pickup,19465,62,38,3.4,0,4,81.1,3.62,6076,85.0,31.1,12.8,23203,2,Regular,Medium
15,Hatchback,15225,71,29,1.9,4,10,92.6,1.25,11628,84.4,30.0,13.88,21651,8,Occasional,High
2,Pickup,21640,33,67,2.1,1,0,104.0,0.85,8380,26.8,30.6,12.09,2002,5,Regular,Low
10,Sedan,36535,78,22,3.9,12,8,98.4,0.5,14493,23.6,28.5,12.55,971,1,Regular,Medium
5,Hatchback,7991,39,61,4.6,1,4,86.9,0.76,12416,46.7,29.1,13.08,4891,4,Rare,Low
4,Pickup,22801,71,29,2.0,3,11,99.1,4.6,9999,23.4,31.7,12.64,29047,6,Rare,Medium
12,SUV,29144,59,41,1.8,12,6,100.5,2.84,8850,16.4,31.4,13.08,8911,4,Occasional,Medium
11,Sedan,12965,87,13,1.7,12,16,88.3,0.79,1147,20.6,34.5,12.73,18857,0,Rare,Low
8,Sedan,18730,63,37,1.1,5,0,89.7,4.98,14667,43.0,31.4,13.47,2312,8,Occasional,Low
2,SUV,34553,25,75,2.2,4,2,79.6,0.91,7381,45.9,35.6,12.69,19065,1,Regular,Low
6,SUV,13301,76,24,2.8,7,13,88.3,4.63,5989,64.7,31.7,12.94,27134,6,Regular,Medium
13,Pickup,23936,77,23,2.9,3,13,89.2,1.49,10603,91.8,31.2,12.91,8886,7,Occasional,Medium
5,Sedan,19155,49,51,3.6,5,2,97.3,3.66,7339,87.0,26.7,13.21,20631,6,Rare,High
15,Pickup,26117,71,29,0.7,11,11,96.6,1.55,11921,37.1,31.3,13.15,23359,2,Occasional,Medium
12,SUV,7042,30,70,3.0,1,4,96.7,4.96,5207,20.9,35.0,12.56,27034,1,Rare,High
2,Sedan,23565,66,34,1.6,6,11,90.0,1.31,14777,91.7,37.4,11.97,24769,2,Occasional,Medium
11,SUV,8658,24,76,1.6,1,2,93.9,2.08,8355,64.3,31.6,11.65,25996,1,Regular,Low
10,Pickup,21319,22,78,4.1,4,2,106.0,1.11,1411,58.3,33.3,12.46,28711,3,Regular,Medium
15,Pickup,24078,34,66,1.2,6,5,102.5,2.73,3263,52.4,34.0,13.04,20312,7,Regular,High
1,Pickup,24668,21,79,2.0,3,4,104.4,2.43,10260,35.7,28.6,13.61,22965,4,Occasional,Medium
8,Sedan,27546,21,79,3.4,4,1,96.7,4.16,4841,58.5,31.5,12.94,26601,7,Occasional,Medium
2,SUV,33898,73,27,3.4,6,9,104.6,4.34,929,43.5,31.9,12.9,3995,6,Occasional,Medium
7,SUV,34907,65,35,0.7,2,8,104.8,4.36,12915,51.8,35.0,12.08,27980,4,Occasional,High
9,Pickup,34372,60,40,0.8,12,9,102.3,0.67,14957,51.7,35.9,12.35,5249,5,Occasional,High
9,Pickup,19822,88,12,3.4,9,10,99.9,1.31,11844,6.8,30.9,12.92,6408,1,Regular,Low
8,Pickup,24776,49,51,4.8,5,4,86.4,3.38,2068,35.5,29.7,12.41,4825,6,Occasional,Medium
11,Pickup,37406,63,37,5.0,1,4,101.5,3.21,5785,19.2,32.5,13.06,6792,7,Rare,Medium
14,Hatchback,15462,29,71,4.9,3,5,82.8,4.13,8753,84.0,35.0,12.35,17306,7,Regular,High
12,Hatchback,39354,49,51,2.1,6,3,95.0,3.99,2284,56.4,34.4,12.0,26667,8,Regular,High
10,Hatchback,12662,68,32,1.6,6,3,103.8,1.47,8335,43.1,34.1,12.33,15267,8,Regular,High
9,Pickup,12404,54,46,0.9,10,8,95.0,2.05,13469,64.2,33.6,12.96,5939,6,Regular,Medium
2,Pickup,14542,84,16,2.0,12,8,81.7,3.05,10632,23.0,35.9,13.5,12327,4,Regular,Low
6,SUV,20904,36,64,1.7,0,1,86.7,4.38,1968,31.0,33.6,12.63,15951,4,Occasional,Low
4,Sedan,32774,50,50,3.1,5,3,94.2,2.86,14163,29.0,32.8,12.65,18748,5,Regular,Low
14,SUV,13556,89,11,2.2,18,3,82.7,3.61,2626,59.3,36.3,12.68,6328,8,Occasional,High
4,Hatchback,17806,71,29,1.5,3,3,98.2,2.24,4397,50.7,29.7,13.0,2459,8,Regular,Low
5,SUV,19864,45,55,3.3,6,1,90.3,0.94,12812,52.0,31.5,12.62,9229,0,Regular,Low
12,Pickup,35016,24,76,2.0,1,3,98.2,2.49,7383,92.0,33.0,13.47,18493,5,Regular,Medium
3,Hatchback,38749,33,67,2.1,2,2,99.2,1.22,5962,20.2,30.0,12.11,17354,1,Occasional,Low
14,Hatchback,22305,70,30,3.2,0,1,89.6,2.11,2544,24.8,31.0,12.61,25475,0,Rare,Low
1,Sedan,16938,34,66,1.0,5,4,111.7,1.86,1215,56.9,29.7,12.51,5902,3,Rare,Medium
8,Sedan,21318,31,69,4.0,5,2,89.2,1.6,4073,50.9,31.7,12.38,29696,2,Occasional,Low
5,Hatchback,25379,65,35,4.8,10,2,93.1,3.59,10234,45.8,35.6,12.6,26294,5,Regular,High
3,Hatchback,10406,83,17,2.7,16,14,97.0,1.4,10477,45.0,33.0,12.81,11708,5,Regular,Medium
10,SUV,25661,78,22,3.0,13,1,103.0,3.55,3219,61.0,26.3,13.27,14584,4,Regular,High
14,Hatchback,22858,45,55,2.2,2,3,95.6,0.67,7090,76.0,33.8,13.2,4896,6,Regular,Medium
7,Pickup,35816,48,52,4.8,2,5,90.9,3.53,10763,39.2,29.6,13.12,29083,5,Regular,Medium
7,SUV,17850,23,77,1.1,4,4,102.2,0.69,2826,50.4,33.0,13.44,4283,0,Regular,Low
1,Pickup,17601,69,31,4.2,11,1,93.3,1.3,10138,70.9,30.4,12.84,5839,8,Regular,Low
12,Pickup,31644,44,56,3.4,1,7,90.7,2.76,10965,43.4,33.5,12.15,5786,3,Regular,Medium
9,Pickup,32428,59,41,4.1,0,9,95.2,4.95,2424,25.8,30.7,12.6,18932,2,Rare,Medium
15,Hatchback,38380,51,49,4.8,4,7,91.0,3.37,8403,20.2,32.0,13.61,23424,8,Regular,High
2,Sedan,12286,56,44,2.7,8,1,97.2,0.52,3375,11.2,30.8,13.08,26404,3,Regular,Low
5,Sedan,15068,29,71,1.8,5,2,94.9,3.99,11904,68.1,31.8,13.34,11901,7,Regular,Low
13,Pickup,14805,57,43,4.0,2,3,93.2,2.03,14867,29.7,33.3,12.71,16865,6,Occasional,Medium
14,Hatchback,8017,80,20,4.3,13,8,95.0,4.96,7870,53.1,34.1,11.87,21725,1,Occasional,High
5,SUV,26172,46,54,3.6,6,1,87.4,3.23,13667,62.9,31.7,12.89,15642,8,Rare,Low
14,Pickup,14926,26,74,4.3,1,4,96.3,4.66,2107,69.7,33.7,13.0,4299,7,Occasional,High
8,SUV,28486,28,72,3.8,5,3,82.2,0.72,9521,8.7,32.9,13.1,13147,6,Regular,Low
14,SUV,35397,78,22,4.8,15,12,80.4,2.16,10003,29.6,32.8,12.64,7650,5,Regular,High
8,Hatchback,34511,55,45,3.1,3,2,93.6,1.79,12229,30.4,30.4,13.43,9517,5,Regular,Low
14,Hatchback,15002,49,51,2.2,1,5,83.3,2.19,1606,46.7,29.1,11.74,15850,1,Regular,Medium
7,Sedan,8201,38,62,3.6,7,6,86.0,1.87,4538,48.0,29.3,12.17,23590,5,Occasional,Medium
7,Sedan,38520,60,40,0.8,0,1,97.9,1.75,4466,25.5,33.5,12.72,12481,8,Occasional,Low
12,Hatchback,32048,74,26,2.7,14,7,97.5,2.67,1515,20.9,31.6,12.21,24582,2,Occasional,High
11,Pickup,35130,25,75,4.0,1,3,95.9,4.01,14937,80.3,35.3,13.57,16522,2,Regular,High
6,Sedan,6341,41,59,1.3,4,3,96.1,3.41,1116,49.8,32.6,12.89,7205,1,Occasional,Low
6,SUV,18981,89,11,2.3,5,6,96.3,2.16,1822,18.4,34.4,11.82,19647,1,Regular,Low
11,Pickup,13696,43,57,2.1,1,0,100.2,3.15,11542,47.1,34.9,11.33,6781,6,Occasional,High
9,SUV,19525,81,19,2.0,6,7,92.5,4.58,14140,78.3,31.7,13.02,24209,2,Occasional,Medium
6,Hatchback,31545,61,39,3.4,7,7,86.3,1.71,13811,33.9,29.1,12.86,26783,2,Occasional,Low
12,SUV,33625,41,59,2.7,1,5,88.7,2.75,4898,21.0,28.7,12.71,17845,0,Regular,Low
13,Pickup,10565,35,65,4.1,6,1,92.4,4.6,7512,73.6,27.8,12.95,13478,6,Occasional,High
13,Hatchback,19947,32,68,0.8,5,2,94.6,3.79,2670,7.5,30.0,12.99,11829,8,Regular,Medium
2,Pickup,35077,56,44,2.5,9,3,93.1,1.29,10280,56.3,34.6,13.38,29860,2,Regular,Low
2,SUV,11517,71,29,0.6,10,3,78.8,4.07,5500,69.0,34.3,12.89,10477,7,Regular,Low
13,Pickup,19287,43,57,1.5,4,2,80.4,4.11,2882,46.5,30.7,12.13,9117,7,Regular,Medium
5,Hatchback,16829,36,64,4.0,6,2,99.0,3.86,12617,7.3,34.7,12.98,7308,6,Regular,Medium
15,SUV,7422,35,65,1.0,6,5,86.5,3.18,7828,80.4,32.3,14.0,651,8,Occasional,Medium
4,SUV,34060,20,80,1.0,1,2,84.4,1.03,788,68.4,32.0,11.91,24394,6,Occasional,Low
11,Sedan,10985,20,80,2.3,2,0,98.1,2.61,1007,8.4,36.4,13.53,9678,1,Occasional,Low
2,Sedan,18790,49,51,4.0,2,3,96.6,0.89,4371,44.9,32.8,13.27,8431,2,Regular,Low
15,Pickup,30168,43,57,3.4,2,1,81.5,2.84,2324,34.1,33.8,12.27,11978,6,Regular,Medium
15,Sedan,29019,65,35,4.0,3,2,99.8,2.32,7252,90.0,33.7,13.69,3306,0,Regular,Medium
3,Sedan,8668,21,79,0.7,3,0,87.5,0.53,2891,47.2,36.1,12.63,875,2,Occasional,Low
7,Sedan,15744,34,66,3.0,2,6,81.6,4.0,8551,16.0,33.0,12.46,12595,4,Regular,Low
8,Sedan,33754,48,52,2.5,5,8,106.4,3.43,7289,5.1,31.9,13.64,13469,7,Rare,High
12,Hatchback,24522,81,19,4.5,10,9,82.7,1.58,5556,54.0,31.8,12.26,4878,8,Occasional,Medium
13,Hatchback,9509,32,68,3.8,5,1,84.7,3.39,11763,30.3,29.5,13.54,13202,4,Regular,Medium
6,Sedan,7500,84,16,2.4,0,3,102.6,2.95,10172,32.9,33.8,13.06,8911,3,Occasional,Low
11,Pickup,14904,64,36,3.0,6,10,90.9,2.79,4682,80.9,31.3,13.29,10461,1,Occasional,Low
5,Hatchback,31921,66,34,2.4,4,1,84.9,2.19,10107,29.8,33.3,12.8,13555,6,Rare,Low
13,Sedan,21683,35,65,2.5,6,4,88.2,0.7,11187,53.7,34.4,13.04,14152,3,Regular,Low
1,Hatchback,17416,22,78,3.4,0,1,90.8,4.94,13712,49.1,34.8,12.7,3703,6,Regular,Low
8,SUV,19833,89,11,1.5,4,8,89.3,2.79,9221,33.2,35.9,13.78,9675,2,Regular,Low
3,Hatchback,23290,24,76,2.0,2,3,82.6,0.75,8085,57.9,33.1,11.74,7049,2,Occasional,Low
15,Hatchback,19003,45,55,1.8,1,0,104.7,0.73,9699,63.1,35.5,11.79,13830,5,Occasional,High
6,Pickup,11120,34,66,4.1,3,1,107.1,3.96,699,29.1,32.2,13.02,12623,4,Regular,Medium
3,Hatchback,19251,74,26,4.7,11,9,87.3,2.05,7212,25.9,35.6,13.02,16021,7,Rare,Medium
7,Pickup,27486,41,59,2.4,2,7,87.0,2.43,4861,32.3,27.5,12.94,13798,5,Regular,Low
13,SUV,33334,56,44,0.8,8,3,85.3,3.27,1046,31.4,31.3,11.63,16873,0,Occasional,Medium
14,Sedan,11172,48,52,0.9,5,1,100.9,0.51,9965,26.5,31.5,12.63,21085,8,Occasional,Medium
7,Pickup,27706,45,55,2.3,3,7,90.6,2.82,11851,92.6,34.4,11.99,28074,8,Rare,High
12,Hatchback,23472,89,11,2.3,7,14,82.6,3.62,5499,36.9,28.4,13.23,10781,5,Occasional,High
15,Hatchback,26695,30,70,1.2,1,5,82.0,2.27,8062,5.5,36.9,13.92,21418,2,Occasional,Medium
9,Pickup,16055,39,61,4.1,2,1,91.8,1.23,9080,66.5,35.2,13.41,8701,2,Occasional,Low
5,SUV,37716,89,11,2.8,13,15,103.5,4.33,779,26.2,34.4,12.51,18604,4,Occasional,High
15,Sedan,11880,52,48,1.0,9,5,90.5,2.29,10424,41.2,31.2,13.04,13408,2,Occasional,Low
8,Hatchback,33949,49,51,0.9,3,6,88.8,4.98,14317,69.0,27.3,12.81,5947,4,Regular,High
10,SUV,24810,69,31,2.5,8,6,84.6,2.91,4327,48.3,33.8,12.2,10798,2,Regular,Medium
10,Sedan,5528,53,47,1.0,0,3,90.8,1.07,2705,69.2,31.9,11.36,6929,3,Regular,Low
8,Sedan,23308,24,76,3.0,0,0,90.4,0.86,14952,89.3,27.8,12.46,17048,5,Occasional,Medium
1,Hatchback,27844,31,69,2.2,6,1,94.9,1.44,11966,9.0,33.6,12.73,19533,3,Occasional,Low
12,Pickup,27360,71,29,4.6,13,8,91.6,4.53,13721,12.9,34.8,13.55,24326,0,Occasional,High
5,Hatchback,27405,70,30,2.4,1,4,94.9,2.71,8290,38.8,33.5,12.49,9399,0,Regular,Low
3,Hatchback,22246,40,60,3.3,7,1,93.3,4.23,6413,17.2,28.8,13.54,16301,7,Rare,Medium
1,Hatchback,32792,90,10,4.2,2,11,79.3,3.52,5274,57.9,35.4,14.04,23530,6,Regular,Medium
4,SUV,25704,77,23,1.9,13,7,92.6,4.36,7478,92.2,28.8,12.92,18936,8,Regular,High
8,Pickup,35589,83,17,2.8,15,1,94.3,2.83,10469,69.3,33.7,11.99,25042,6,Regular,High
3,SUV,27436,25,75,1.0,1,3,99.7,4.19,2200,69.6,32.3,13.85,3020,5,Regular,Low
10,Hatchback,29643,68,32,2.4,2,11,92.5,4.74,13532,29.3,30.3,13.54,15102,1,Regular,Medium
2,Pickup,23026,56,44,2.2,10,8,85.8,1.15,7041,57.8,29.3,13.82,18599,4,Regular,Low
11,Sedan,20693,29,71,2.4,2,5,77.4,4.99,9805,61.4,30.6,13.04,29417,4,Occasional,Medium
9,Pickup,14212,85,15,1.0,8,5,97.3,3.83,14126,86.3,29.6,11.73,10584,4,Occasional,High
10,Hatchback,18850,75,25,2.3,5,1,85.2,3.09,7997,66.4,33.5,12.94,10272,8,Rare,Medium
5,Pickup,12322,90,10,4.4,13,12,91.2,4.96,12426,67.4,29.3,12.1,4938,4,Regular,High
14,Sedan,35387,85,15,4.7,4,14,94.5,1.25,2871,15.4,36.9,12.76,10773,0,Regular,High
7,Sedan,10678,64,36,1.6,6,4,92.0,3.41,9408,65.3,34.5,12.81,29249,2,Rare,Medium
11,Pickup,6382,87,13,1.9,15,4,93.8,1.35,3986,83.9,30.6,12.76,604,5,Occasional,Medium
11,Sedan,26780,83,17,0.5,16,11,93.0,2.79,12229,29.7,33.2,12.2,15920,6,Regular,High
2,SUV,32506,35,65,1.0,2,5,86.6,0.68,6044,10.0,31.9,12.92,13675,6,Regular,Low
9,Pickup,36848,29,71,2.1,1,4,81.7,2.05,1557,32.7,33.2,11.5,28037,6,Regular,Medium
